identity,XGW_1,XGW_201,XGW_202,XGW_203,XGW_204,XGW_205,XGW_206,XGW_207,XGW_208,XGW_209,XGW_210,XGW_211,XGW_2_rb01,XGW_2_rb02,XGW_2_rb03,XGW_2_rb04,XGW_2_rb05,XGW_2_rb06,XGW_2_rb07,XGW_2_rb08,XGW_2_rb09,XGW_2_rb10,XGW_2_rb11,gender,age,region,income_v2,inputstate,child18,employ,newsint,student,race,educ,marstat,hholdsize,ideo5,votereg,social_nets_mem01,social_nets_mem02,social_nets_mem03,social_nets_mem04,social_nets_mem05,social_nets_mem06,social_nets_mem07,social_nets_mem08,social_nets_mem09,social_nets_mem10,social_nets_mem11,social_nets_mem12,social_nets_mem13,social_nets_mem14,weight_nat
11262418,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,81,2,7,18,2,5,1,3,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8356923361
11281015,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,27,3,97,48,2,9,7,2,1,5,5,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.261866715
11294456,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,81,2,2,17,2,5,2,3,1,2,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
11304058,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,47,4,97,6,1,7,2,3,1,2,1,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
11321708,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,61,4,6,4,2,9,1,3,1,3,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
11357366,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,69,3,8,12,2,5,1,3,1,4,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7672000061
11368932,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,87,4,97,4,2,5,2,3,1,2,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
11374773,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,65,4,97,6,2,5,1,3,1,2,1,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8243934043
11399139,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,79,3,97,48,2,5,1,3,1,3,1,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6539354661
11428645,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,35,4,10,6,1,1,1,3,1,5,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7354666806
11471049,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,62,4,5,6,2,1,1,3,1,4,1,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7502221883
11476755,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,32,1,9,34,1,1,2,3,1,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7895999848
11599453,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,71,4,97,6,2,5,1,3,3,2,3,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.032000178
11628859,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,61,1,5,34,2,1,1,3,1,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
11643394,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,72,1,4,42,2,5,1,3,1,5,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6800000221
11663488,4,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,42,1,15,36,1,1,1,3,1,6,1,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.9258666779
11669478,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,71,2,3,18,2,5,1,3,1,3,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6539354661
11722687,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,71,3,6,48,2,5,2,3,1,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672000061
11736073,4,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,59,1,14,36,2,1,1,3,1,6,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.8467199974
11796814,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,68,1,12,25,2,7,1,3,1,3,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6539354661
11825447,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,38,1,6,42,2,1,2,1,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7895999848
11825965,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,63,4,4,8,2,5,1,3,2,5,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671999988
11847824,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,68,4,4,8,1,1,2,3,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.680000074
11886515,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,64,4,6,4,2,1,1,3,1,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
11928087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,2,6,26,1,1,1,3,1,6,1,4,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.8467199974
11968999,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,40,3,9,12,2,1,2,3,3,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8213333696
12017033,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,67,3,97,1,2,1,3,3,1,5,3,1,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.744000009
12060461,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,64,3,2,13,2,1,1,3,1,5,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8349091076
12143243,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,56,3,8,45,1,7,1,3,1,4,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7502221883
12144963,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,52,4,11,16,2,2,3,3,1,4,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
12145402,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,69,4,3,16,2,5,2,3,1,2,4,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8243934043
12146681,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,41,4,7,49,1,7,2,3,1,2,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8281212352
12147116,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,69,2,3,26,2,5,4,3,1,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
12147226,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,66,2,8,18,2,1,3,3,1,2,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8356923361
12147966,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,49,2,9,46,2,1,1,3,1,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7519999728
12149758,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,71,3,4,47,2,5,1,3,1,2,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8243934043
12150088,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,48,1,11,42,1,1,2,3,1,2,1,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
12150575,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,65,1,4,44,2,6,3,3,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
12152614,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,43,1,4,25,1,1,4,3,1,2,3,2,3,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0.8281212352
12154478,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,62,4,9,32,2,2,2,3,1,3,6,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7137627132
12157008,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,41,3,3,48,2,1,1,1,1,2,5,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.24444445
12157220,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,76,1,5,42,2,2,2,3,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672000061
12157581,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,49,3,15,24,2,1,1,1,1,6,1,2,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.642962946
12157794,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,72,1,3,42,2,5,1,3,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
12157843,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,38,3,6,12,2,1,2,3,3,6,5,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.8400000371
12158973,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,55,4,10,8,1,1,2,3,1,2,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
12160877,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,68,1,11,34,2,5,2,3,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8356923361
12161446,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,71,2,2,18,2,5,2,3,1,2,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
12162102,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,54,3,4,12,2,4,4,3,1,2,1,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
12162791,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,76,3,3,48,2,1,1,3,1,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
12171712,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,63,1,4,42,2,5,3,3,1,2,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
12176155,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,56,3,5,11,2,1,3,3,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083200025
12177231,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,43,4,2,53,1,7,3,3,1,4,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7280000083
12177327,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,73,2,3,20,2,5,1,3,1,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
12177935,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,57,4,1,53,2,6,2,3,1,2,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
12179331,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,1,2,42,1,6,4,3,1,2,1,3,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7941817926
12181825,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,64,4,7,6,2,6,3,3,3,4,6,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.783999979
12182030,3,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,2,36,1,4,42,2,4,4,3,1,2,5,2,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0.8281212352
12185227,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,77,3,3,12,2,5,2,3,1,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
12186293,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,71,1,7,42,2,5,1,3,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8356923361
12195637,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,73,1,6,42,2,7,1,3,1,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
12202437,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,69,3,4,48,2,2,1,3,2,5,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1866666703
12208373,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,73,3,4,12,2,6,2,3,1,2,3,4,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8243934043
12208831,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,33,3,2,13,2,7,3,3,1,2,5,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8281212352
12210595,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,60,3,97,24,2,1,1,3,1,2,1,4,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.7519999728
12211958,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,60,1,5,42,2,7,1,3,1,2,1,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
12220399,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,51,2,7,18,2,1,2,3,1,2,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
12226416,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,53,3,3,10,2,1,2,3,1,5,5,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8349091076
12229392,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,68,3,3,47,2,5,1,3,1,5,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6800000221
12232790,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,66,3,4,12,2,5,2,3,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
12234461,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,64,2,4,55,2,5,1,3,1,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
12239033,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,62,1,9,42,2,1,2,3,1,4,1,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7137627132
12246878,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,50,2,3,18,1,6,2,3,1,2,1,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
12248742,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,52,3,11,48,1,1,1,1,1,5,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8923871111
12253078,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,3,11,51,2,1,4,1,4,6,6,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.9258666779
12254125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,45,2,3,46,2,1,2,3,1,3,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7502221883
12263939,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,57,2,97,27,1,4,7,3,1,2,3,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7519999728
12269129,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,60,2,9,46,2,5,1,3,1,6,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642962946
12273050,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,57,4,4,53,2,7,1,3,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7502221883
12282814,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,78,2,5,17,2,5,1,3,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
12289694,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,61,3,4,28,1,2,1,3,2,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.083200025
12292081,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,62,1,97,42,1,5,2,3,1,2,1,5,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
12297831,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,67,1,4,42,2,5,2,3,1,2,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
12299807,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,48,3,6,24,2,1,1,3,2,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7025454552
12323192,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,43,1,11,36,2,1,1,3,1,3,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7895999848
12333750,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,67,3,14,51,2,1,1,3,1,5,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744000009
12383247,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,30,2,2,27,1,7,1,3,1,3,6,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.7280000083
12390829,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,54,3,97,12,2,2,1,3,1,4,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7502221883
12461733,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,68,4,7,4,2,5,1,3,1,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8356923361
12506221,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,54,1,1,36,2,6,1,3,1,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
12528233,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,67,4,9,6,2,5,1,3,1,5,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.744000009
12563044,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,64,2,4,39,2,2,1,3,1,3,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.7502221883
12590976,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,39,2,8,18,1,1,1,3,1,5,1,6,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.8138666952
12604801,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,53,1,7,42,2,2,3,3,1,3,1,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
12677022,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,39,4,97,6,2,2,2,3,7,5,6,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8138666952
12803223,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,77,3,6,48,2,5,1,3,1,6,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.8640000382
13104333,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,44,1,5,25,1,9,2,3,6,5,1,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8138666952
13201349,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,68,1,4,36,2,5,1,3,1,2,1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8356923361
13232909,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,74,4,8,56,2,5,1,3,1,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
13346450,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,48,1,5,25,2,6,1,3,1,2,6,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
13389852,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,38,2,5,39,1,4,2,3,1,3,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7280000083
13424469,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,29,4,6,6,1,4,2,3,3,2,1,6,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.356444492
13434131,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,71,2,9,29,2,5,1,3,1,3,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6539354661
13450945,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,33,4,3,6,2,8,1,1,1,3,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7895999848
13494062,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,60,3,9,24,2,1,1,3,1,3,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7137627132
13494519,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,62,2,6,55,2,1,1,3,1,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8923871111
13513034,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,50,4,11,6,2,6,1,3,1,3,5,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7502221883
13517820,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,65,4,4,4,1,2,1,3,1,2,1,4,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
13519954,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,51,3,7,48,2,7,2,1,1,5,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8923871111
13521446,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,65,3,8,12,2,5,1,3,1,4,1,2,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.6539354661
13553035,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,65,3,3,37,2,5,3,3,1,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
13597005,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31,1,10,42,1,1,2,1,1,2,1,3,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.8281212352
13767008,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,50,2,6,29,2,5,2,3,1,5,1,3,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.8349091076
13841011,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,68,4,10,8,2,5,1,3,1,2,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8356923361
13886109,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,57,1,2,42,2,2,4,3,1,2,3,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
13976640,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,71,3,13,47,2,5,1,3,7,6,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6800000221
13999481,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,59,3,5,13,2,6,2,3,1,3,1,2,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.7502221883
14010398,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41,2,7,27,1,1,1,3,1,4,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7895999848
14134187,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,63,4,11,6,2,1,1,3,1,3,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7137627132
14200148,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,36,1,7,42,1,4,4,1,1,4,1,3,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.7280000083
14221499,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,63,3,8,47,2,1,1,3,1,5,1,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8923871111
14301799,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,30,1,5,42,2,1,1,3,1,6,5,1,3,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0.9258666779
14479153,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,43,1,5,34,2,1,1,3,1,3,5,2,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.7280000083
14490207,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,42,1,8,42,1,1,1,3,1,5,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8138666952
14511877,2,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,65,1,9,42,2,5,1,3,2,5,1,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1866666703
